ID,Word,Tags
n04474466,trap,"traps, piyanart, srivalo, str95b"
n04475411,trapeze,"acrobats, oooooooooooooooooooooo"
n04475631,travel iron,"traveling, trips, travelers, tri"
n04476116,"trawler, dragger","trawlers, vessel, fishermen, cre"
n04476259,tray,"trays, platters, thohr, shuhn, d"
n04476831,tread,"treads, treading, lest, separati"
n04476972,tread,"treads, treading, lest, separati"
n04477219,"treadmill, treadwheel, tread-whe","stairmaster, js03, kd97, em96, 2"
n04477387,treadmill,"stairmaster, js03, kd97, em96, 2"
n04477548,treasure chest,"treasures, trove, priceless, piy"
n04478512,"trellis, treillage","js03, kd94, kd96, fahnt, ooooooo"
n04479046,trench coat,"trenches, dug, www.slarmy.org, b"
n04479823,trestle,"trestles, oly-2004-gymnastics, r"
n04479939,trestle bridge,"trestles, oly-2004-gymnastics, r"
n04480033,trestle table,"trestles, oly-2004-gymnastics, r"
n04480853,triangle,"triangles, rectangle, k978-1, k5"
n04482177,"tricorn, tricorne","oly-2004-cycling, oooooooooooooo"
n04482297,tricot,"oly-2004-gymnastics, musiques, 2"
n04482393,"tricycle, trike, velocipede","undercarriage, retractable, t-ta"
n04483073,trigger,"triggers, triggering, triggered,"
n04483307,trimaran,"75-foot, catamaran, 90-foot, ooo"
n04483925,trimmer,oooooooooooooooooooooooooooooooo
n04484432,triode,"pentode, audion, triodes, oooooo"
n04485082,tripod,"js03, tripods, gldstarr, http://"
n04485423,triptych,oooooooooooooooooooooooooooooooo
n04485884,"triskelion, triskele","kd96, kd94, mangxamba, bb97, js0"
n04486054,triumphal arch,"triumphant, http://www.oklahomac"
n04486213,trivet,"mangxamba, 27aou94, kd96, bluhnt"
n04486934,troll,"65stk, js03, ooooooooooooooooooo"
n04487081,"trolleybus, trolley coach, track","trolleybuses, tram, trams, tramw"
n04487394,trombone,"saxophone, clarinet, trumpet, tu"
n04487724,"troop carrier, troop transport","deployment, deployments, withdra"
n04488202,trophy case,"trophies, heisman, champions, fi"
n04488427,trough,"troughs, kd97, http://www.mediab"
n04488530,trouser,"trousers, pant, pants, pantsuit,"
n04488742,trouser cuff,"trousers, pant, pants, pantsuit,"
n04488857,"trouser press, pants presser","trousers, pant, pants, pantsuit,"
n04489008,"trouser, pant","trousers, pant, pants, pantsuit,"
n04489695,trousseau,"kd96, 27aou94, kd94, 28aou94, oo"
n04489817,trowel,"oly-2004-gymnastics, js03, kd94,"
n04490091,"truck, motortruck","trucks, car, vehicle, pickup, tr"
n04491388,"truncheon, nightstick, baton, bi","myoot, oly-2004-cycling, js03, o"
n04491638,"trundle bed, trundle, truckle be","tihg, zhadh, http://www.opel.com"
n04491769,trunk,"trunks, underneath, piyanart, sr"
n04492060,trunk lid,"trunks, underneath, piyanart, sr"
n04492375,truss,"girder, trusses, girders, span, "
n04492749,truss bridge,"girder, trusses, girders, span, "
n04493381,"tub, vat","tubs, jacuzzi, bathtub, shower, "
n04494204,"tube, vacuum tube, thermionic va","tubes, feeding, inserted, bullet"
n04495698,tudung,"kd95, jenalia.moreno@chron.com, "
n04495843,"tugboat, tug, towboat, tower","barge, crewmen, tug, freighter, "
n04496614,tulle,"organza, taffeta, chiffon, satin"
n04496726,"tumble-dryer, tumble drier",
n04496872,tumbler,"fahnt, kd96, oly-2004-gymnastics"
n04497442,tun,"razak, dwayk, thihr, tehf, najib"
n04497570,tunic,"tunics, trousers, blouse, sleeve"
n04497801,tuning fork,"tuned, tweaking, tune, piyanart,"
n04498389,turban,"robe, headband, turbans, scarf, "
n04499062,tureen,oooooooooooooooooooooooooooooooo
n04499446,"Turkish towel, terry towel",
n04500060,"turner, food turner","http://www.co.mo.md.us, ________"
n04501370,turnstile,"turnstiles, 24aou94, oly-2004-te"
n04501550,turntable,"turntables, utilising, 0080ff, j"
n04501947,turret,"turrets, superstructure, aft, fi"
n04502059,turret clock,"turrets, superstructure, aft, fi"
n04502197,"turtleneck, turtle, polo-neck","sweater, pullover, turtlenecks, "
n04502502,tweed,"oly-2004-box, zhadh, ooooooooooo"
n04502670,tweeter,oooooooooooooooooooooooooooooooo
n04502851,"twenty-two, .22","twenty-three, twenty-six, twenty"
n04503413,twin bed,"bdb94, k978-1, k587-1, str95bb, "
n04503593,"twist bit, twist drill","twists, bizarre, ironic, str95bb"
n04504141,"two-piece, two-piece suit, loung","three-piece, one-piece, kd96, 00"
n04505036,typewriter,"typewriters, keyboard, typing, p"
n04505470,typewriter keyboard,"typewriters, keyboard, typing, p"
n04506289,"uke, ukulele","goal_boston, tihg, localweather,"
n04506506,ultracentrifuge,
n04506688,"ultramicroscope, dark-field micr",
n04507155,umbrella,"kuhdz, grouping, http://www.nwgu"
n04508163,"undergarment, unmentionable","eur2004-gre, oly-2004-fhockey, o"
n04508489,underpants,"panties, ooooooooooooooooooooooo"
n04508949,"underwear, underclothes, undercl","socks, sneakers, jeans, clothes,"
n04509171,undies,"mangxamba, ooooooooooooooooooooo"
n04509260,"uneven parallel bars, uneven bar","em96, greg.wilcoxdailynews.com, "
n04509417,"unicycle, monocycle","kd96, 27aou94, kd94, mangxamba, "
n04510706,"universal joint, universal","instance, likewise, indeed, conc"
n04511002,university,"professor, graduate, harvard, co"
n04513827,upholstery,"carpeting, upholstered, draperie"
n04513998,upholstery material,"carpeting, upholstered, draperie"
n04514241,uplift,"js03, em96, greg.wilcoxdailynews"
n04515003,"upright, upright piano","sturdy, standing, 0080ff, piyana"
n04516116,urn,"urns, grecian, cinerary, em96, b"
n04516214,urn,"urns, grecian, cinerary, em96, b"
n04516354,"used-car, secondhand car","http://www.kasparovchess.com, el"
n04516672,utensil,"kd96, oooooooooooooooooooooooooo"
n04517211,Uzi,
n04517408,vacation home,"vacations, vacationing, trip, tr"
n04517823,"vacuum, vacuum cleaner","vacuums, cleaners, kd97, piyanar"
n04518132,"vacuum flask, vacuum bottle","vacuums, cleaners, kd97, piyanar"
n04518343,"vacuum gauge, vacuum gage","vacuums, cleaners, kd97, piyanar"
n04518643,"Valenciennes, Valenciennes lace",
n04518764,valise,"kd96, tripteridia, mestolobes, g"
n04519153,valve,"valves, cylinder, throttle, mitr"
n04520170,van,"der, sloht, jehf, drohs, pelt"
n04520382,"van, caravan","der, sloht, jehf, drohs, pelt"
n04520784,vane,"kd94, kd96, http://www.statoil.c"
n04521863,variometer,"mangxamba, _____________, rw96, "
n04522168,vase,"vases, porcelain, earthenware, f"
n04523525,vault,"vaults, vaulting, oly-2004-gymna"
n04523831,"vault, bank vault","vaults, vaulting, oly-2004-gymna"
n04524142,"vaulting horse, long horse, buck","vaulted, rw95, greg.wilcoxdailyn"
n04524313,vehicle,"vehicles, car, truck, suv, cars"
n04524941,"velour, velours","upholstery, oly-2004-gymnastics,"
n04525038,velvet,"satin, suede, shades, patterned,"
n04525191,velveteen,"oly-2004-fhockey, mangxamba, ooo"
n04525305,vending machine,"kiosk, kiosks, machines, snack, "
n04525417,"veneer, veneering","em96, rw95, gph04bb, kd97, str94"
n04525584,Venetian blind,
n04525821,"Venn diagram, Venn's diagram",
n04526964,ventilator,"respirator, ventilators, resusci"
n04527648,"veranda, verandah, gallery","verandah, porch, gazebo, balcony"
n04528079,verdigris,"kd96, kd94, mangxamba, skaht, kd"
n04528968,"vernier caliper, vernier microme","kd94, kd96, oooooooooooooooooooo"
n04529108,"vernier scale, vernier","kd94, kd96, oooooooooooooooooooo"
n04529681,vertical file,"horizontal, vertically, angle, h"
n04529962,"vertical stabilizer, vertical st","horizontal, vertically, angle, h"
n04530283,vertical tail,"horizontal, vertically, angle, h"
n04530566,"vessel, watercraft","ship, vessels, ships, boat, boat"
n04531098,vessel,"ship, vessels, ships, boat, boat"
n04531873,"vest, waistcoat","vests, jacket, wearing, bulletpr"
n04532106,vestment,"ephod, dalmatic, kd96, maniple, "
n04532398,vest pocket,"vests, jacket, wearing, bulletpr"
n04532670,viaduct,"viaducts, footbridge, roadway, o"
n04532831,"vibraphone, vibraharp, vibes","xylophone, marimba, glockenspiel"
n04533199,vibrator,"kd96, oly-2004-box, kd94, mangxa"
n04533499,Victrola,
n04533594,vicuna,"kd96, gahsh, mangxamba, oooooooo"
n04533700,videocassette,"vhs, vcrs, laserdisc, cassette, "
n04533802,"videocassette recorder, VCR","vhs, vcrs, laserdisc, cassette, "
n04533946,"videodisk, videodisc, DVD","mangxamba, purva.patel@chron.com"
n04534127,"video recording, video","videos, audio, videotape, clips,"
n04534359,videotape,"videotapes, videotaped, purporte"
n04534520,videotape,"videotapes, videotaped, purporte"
n04534895,"vigil light, vigil candle","candlelight, vigils, candlelit, "
n04535370,villa,"aston, blackburn, chelsea, prohe"
n04535524,villa,"aston, blackburn, chelsea, prohe"
n04536153,viol,"viols, harpsichord, saxhorn, the"
n04536335,viola,"cello, oboe, violin, violins, cl"
n04536595,"viola da gamba, gamba, bass viol","cello, oboe, violin, violins, cl"
n04536866,"violin, fiddle","cello, piano, clarinet, concerto"
n04538552,"vise, bench vise","kd94, gahsh, oly-2004-tennis, oo"
n04539203,vivarium,"mangxamba, _____________________"
n04539794,voile,"kd96, kd94, oooooooooooooooooooo"
n04540053,volleyball,"softball, handball, basketball, "
n04540255,volleyball net,"softball, handball, basketball, "
n04541320,voltmeter,"ammeter, mangxamba, kd94, kd96, "
n04541987,voting booth,"vote, ballot, counting, votes, b"
n04542715,waders,"classed, mmmals, unhip, wading, "
n04542858,wading pool,"waded, shallows, bb94, kd97, piy"
n04542943,waffle iron,"waffles, pancake, naborsind, 65s"
n04543158,"wagon, waggon","wagons, carriage, suv, sedan, sa"
n04543636,wagon tire,"wagons, carriage, suv, sedan, sa"
n04543772,wagon wheel,"wagons, carriage, suv, sedan, sa"
n04543996,"wainscot, wainscoting, wainscott","mangxamba, kd94, skaht, sandberg"
n04544325,"wainscoting, wainscotting","paneling, panelling, multi-color"
n04544450,"waist pack, belt bag","hips, waists, ankles, shoulders,"
n04545305,"walker, baby-walker, go-cart","miller, http://www.co.mo.md.us, "
n04545748,walker,"miller, http://www.co.mo.md.us, "
n04545858,"walkie-talkie, walky-talky","mangxamba, kd96, bluhnt, mlegget"
n04546194,walking stick,"walk, walks, walked, talking, si"
n04546340,Walkman,
n04547592,wall,"walls, street, inside, brohd, on"
n04548280,wall clock,"walls, street, inside, brohd, on"
n04548362,"wallet, billfold, notecase, pock","briefcase, wallets, backpack, ba"
n04549028,wall tent,"walls, street, inside, brohd, on"
n04549122,wall unit,"walls, street, inside, brohd, on"
n04549629,wand,"wands, bohld, 24aou94, oly-2004-"
n04549919,"ward, hospital ward","wards, http://www.co.mo.md.us, s"
n04550184,"wardrobe, closet, press","costume, k978-1, js94bb, bulleti"
n04551055,"warehouse, storage warehouse","warehouses, depot, store, http:/"
n04552348,"warplane, military plane","warplanes, f-16, f-15, aircrafts"
n04552696,"warship, war vessel, combat ship","warships, sinking, destroyer, sh"
n04553561,wash-and-wear,
n04553703,"washbasin, handbasin, washbowl, ","3.6728, kd95, kd94, mleggett@sta"
n04554211,"washboard, splashboard","goal_boston, kd96, ooooooooooooo"
n04554406,washboard,"goal_boston, kd96, ooooooooooooo"
n04554684,"washer, automatic washer, washin","washers, dryer, wiper, dishwashe"
n04554871,washer,"washers, dryer, wiper, dishwashe"
n04555291,washroom,"restroom, kd94, kd96, 28aou94, 2"
n04555400,"washstand, wash-hand stand","mangxamba, peesk, 23aou94, kd96,"
n04555600,washtub,"oly-2004-box, mangxamba, 28aou94"
n04555700,"wastepaper basket, waste-paper b","27aou94, mangxamba, kd96, 28aou9"
n04555897,"watch, ticker","watching, watched, watches, wait"
n04556408,watch cap,"watching, watched, watches, wait"
n04556533,watch case,"watching, watched, watches, wait"
n04556948,watchtower,"http://www.nifc.gov/, js03, kd94"
n04557648,water bottle,"drinking, seawater, potable, sup"
n04557751,water butt,"drinking, seawater, potable, sup"
n04558478,"water closet, closet, W.C., loo","drinking, seawater, potable, sup"
n04559166,water cooler,"drinking, seawater, potable, sup"
n04559451,"water faucet, water tap, tap, hy","drinking, seawater, potable, sup"
n04559730,"water gauge, water gage, water g","drinking, seawater, potable, sup"
n04559910,water glass,"drinking, seawater, potable, sup"
n04560113,"water heater, hot-water heater, ","drinking, seawater, potable, sup"
n04560292,"watering can, watering pot","k587-1, bb96, str95bb, bulletiny"
n04560804,water jug,"drinking, seawater, potable, sup"
n04560882,water jump,"drinking, seawater, potable, sup"
n04561287,water meter,"drinking, seawater, potable, sup"
n04561422,water mill,"drinking, seawater, potable, sup"
n04561734,waterproof,"weatherproof, nylon, oly-2004-fh"
n04562262,water ski,"drinking, seawater, potable, sup"
n04562496,waterspout,"js03, mangxamba, kd96, myoot, 23"
n04562935,water tower,"drinking, seawater, potable, sup"
n04563204,"waterwheel, water wheel","waterwheels, breastshot, watermi"
n04563413,"waterwheel, water wheel","waterwheels, breastshot, watermi"
n04564278,wattmeter,
n04564581,"waxwork, wax figure","triples_jeter, ooooooooooooooooo"
n04565375,"weapon, arm, weapon system","weapons, weaponry, gun, firearm,"
n04566257,"weaponry, arms, implements of wa","weapons, armaments, firepower, w"
n04566561,weapons carrier,"weapon, weaponry, arms, destruct"
n04566756,weathercock,"mangxamba, sandberger, el1l, kd9"
n04568069,"weathervane, weather vane, vane,","27aou94, kd95, http://www.opel.c"
n04568557,"web, entanglement","internet, online, website, websi"
n04568841,webbing,"js04bb, str94, gph04bb, em96, kd"
n04569063,webcam,"webcams, js03, ooooooooooooooooo"
n04569822,wedge,"wedges, dashst, kd97, bb96, em96"
n04570214,Wedgwood,
n04570815,weekender,"zhadh, shuhn, muhlt, zehs, tahp"
n04571292,"weight, free weight, exercising ","weights, load, furthermore, wher"
n04571566,weir,"k978-1, bulletinyyy, k587-1, bb9"
n04571686,weir,"k978-1, bulletinyyy, k587-1, bb9"
n04571958,weld,"cellucci, zhadh, kd97, srivalo, "
n04573281,welt,"sonntag, bild, zeitung, tagesspi"
n04573513,wet bar,"dry, damp, soaking, rainy, slipp"
n04573937,wet fly,"dry, damp, soaking, rainy, slipp"
n04574067,wet suit,"dry, damp, soaking, rainy, slipp"
n04574999,wheel,"wheels, steering, brakes, spinni"
n04575723,wheel,"wheels, steering, brakes, spinni"
n04575824,wheel and axle,"wheels, steering, brakes, spinni"
n04576002,wheelchair,"wheelchairs, handicapped, crutch"
n04576211,wheeled vehicle,"motorized, carts, em96, kd97, pi"
n04577769,whip,"whips, caucus, srivalo, piyanart"
n04578934,whisk,"whisking, cornstarch, yolks, ble"
n04579056,whiskey bottle,"whisky, scotch, vodka, cognac, m"
n04579145,whiskey jug,"whisky, scotch, vodka, cognac, m"
n04579230,"whispering gallery, whispering d","whispers, whispered, whisper, ol"
n04579432,whistle,"whistles, blowing, blower, str95"
n04579667,whistle,"whistles, blowing, blower, str95"
n04579986,white,"black, brown, red, _____________"
n04580493,white goods,"black, brown, red, _____________"
n04581102,whitewash,"whitewashing, whitewashed, http:"
n04581829,"wick, taper","vruhl, hahlt, tihg, kd94, oooooo"
n04582205,"wicker, wickerwork, caning","em96, k587-1, str95bb, bdb94, mo"
n04582349,wicker basket,"em96, k587-1, str95bb, bdb94, mo"
n04582771,"wicket, hoop","wickets, bowled, overs, batsmen,"
n04582869,wicket,"wickets, bowled, overs, batsmen,"
n04583212,"wide-angle lens, fisheye lens","telephoto, mangxamba, kd95, js03"
n04583620,"widebody aircraft, wide-body air","777, narrowbody, wide-body, a-38"
n04584207,wig,"wigs, hairdo, donning, hairstyle"
n04584373,wigwam,"kd94, kd96, oooooooooooooooooooo"
n04585128,"Wilton, Wilton carpet",
n04585745,"winch, windlass","winches, hoist, pulley, js03, ol"
n04585980,Winchester,
n04586072,"windbreak, shelterbelt","oly-2004-gymnastics, kd96, 23aou"
n04586581,"winder, key","tihg, kd94, kd96, ihj, ooooooooo"
n04586932,"wind instrument, wind","winds, blowing, gust, gusts, sto"
n04587327,windjammer,"doubles_lowell, tahp, oly-2004-g"
n04587404,"windmill, aerogenerator, wind ge","windmills, em96, rw95, greg.wilc"
n04587559,windmill,"windmills, em96, rw95, greg.wilc"
n04587648,window,"door, doors, windows, room, door"
n04588739,window,"door, doors, windows, room, door"
n04589190,window blind,"door, doors, windows, room, door"
n04589325,window box,"door, doors, windows, room, door"
n04589593,window frame,"door, doors, windows, room, door"
n04589890,window screen,"door, doors, windows, room, door"
n04590021,window seat,"door, doors, windows, room, door"
n04590129,window shade,"door, doors, windows, room, door"
n04590263,windowsill,"kd96, 27aou94, http://www.opel.c"
n04590553,"windshield, windscreen","windscreen, wipers, windshields,"
n04590746,"windshield wiper, windscreen wip","windscreen, wipers, windshields,"
n04590933,Windsor chair,
n04591157,Windsor tie,
n04591517,wind turbine,"winds, blowing, gust, gusts, sto"
n04591713,wine bottle,"wines, tasting, grape, winemaker"
n04591887,"wine bucket, wine cooler","wines, tasting, grape, winemaker"
n04592005,"wine cask, wine barrel","wines, tasting, grape, winemaker"
n04592099,wineglass,"mangxamba, 23aou94, kd96, kd94, "
n04592465,"winery, wine maker","vineyards, wineries, winemaker, "
n04592741,wing,"wings, kuhdz, right, front, http"
n04593077,wing chair,"wings, kuhdz, right, front, http"
n04593185,"wing nut, wing-nut, wing screw, ","wings, kuhdz, right, front, http"
n04593376,wing tip,"wings, kuhdz, right, front, http"
n04593524,wing tip,"wings, kuhdz, right, front, http"
n04593866,"wiper, wiper arm, contact arm","windshield, washer, wipers, wind"
n04594218,wire,"wires, barbed, fences, fence, co"
n04594489,"wire, conducting wire","wires, barbed, fences, fence, co"
n04594828,wire cutter,"wires, barbed, fences, fence, co"
n04595028,"wireless local area network, WLA","broadband, mobile, verizon, phon"
n04595285,"wire matrix printer, wire printe","wires, barbed, fences, fence, co"
n04595855,wiring,"plumbing, wires, electrical, cab"
n04596742,wok,"skillet, frying, griddle, fry, h"
n04596852,woman's clothing,
n04597309,woodcarving,"25aou94, mangxamba, 27aou94, ooo"
n04597400,wood chisel,"stone, wooden, _________________"
n04597804,woodenware,
n04597913,wooden spoon,"wood, constructed, carved, sturd"
n04598318,woodshed,"28aou94, 27aou94, kd96, js03, kd"
n04598582,"woodwind, woodwind instrument, w","woodwinds, quintet, clarinet, ob"
n04598965,"woof, weft, filling, pick","exclaims, kd94, oooooooooooooooo"
n04599124,woofer,"woofers, js03, skaht, localweath"
n04599235,"wool, woolen, woollen","cashmere, cloth, linen, cotton, "
n04600312,"workbasket, workbox, workbag",
n04600912,"work-clothing, work-clothes",
n04602762,workroom,"kd94, kd96, js03, 27aou94, oly-2"
n04602956,work-shirt,
n04603399,workstation,"workstations, desktop, sgi, high"
n04603729,"worktable, work table","23aou94, 27aou94, mangxamba, k58"
n04603872,workwear,"mangxamba, peesk, localweather, "
n04604644,"worm fence, snake fence, snake-r","worms, mo95, bb96, js94bb, k587-"
n04605163,worsted,"woollen, yarn, woolen, ooooooooo"
n04605321,"worsted, worsted yarn","woollen, yarn, woolen, ooooooooo"
n04605572,wraparound,"wrap-around, veranda, goal_toron"
n04605726,"wrapping, wrap, wrapper","wrapped, wrap, k587-1, http://ww"
n04606251,wreck,"wrecks, wrecked, piyanart, sriva"
n04606574,"wrench, spanner","wrenches, kd97, 24aou94, http://"
n04607035,wrestling mat,"wrestlers, boxing, wrestler, wre"
n04607242,wringer,"oly-2004-gymnastics, js03, ooooo"
n04607869,"wristwatch, wrist watch","wristwatches, kd96, oooooooooooo"
n04608329,writing desk,"wrote, write, written, composing"
n04608435,writing desk,"wrote, write, written, composing"
n04608567,writing implement,"wrote, write, written, composing"
n04608923,"Xerox, xerographic copier, Xerox",
n04609531,X-ray film,
n04609651,X-ray machine,
n04610013,"yacht, racing yacht","yachts, sailboat, boat, sailing,"
n04610274,"yagi, Yagi aerial","gahsh, kd96, kd94, ooooooooooooo"
n04610503,yard,"dashst, http://www.co.mo.md.us, "
n04610676,yard,"dashst, http://www.co.mo.md.us, "
n04612026,"yarmulke, yarmulka, yarmelke","skullcap, kippah, mangxamba, oly"
n04612373,"yawl, dandy","mangxamba, hkzbk, kd96, kd94, to"
n04612504,yawl,"mangxamba, hkzbk, kd96, kd94, to"
n04613015,yoke,"kd94, oooooooooooooooooooooooooo"
n04613696,yurt,"shali, nozhai, chiri, vedeno, se"
n04613939,Zamboni,
n04614655,"ziggurat, zikkurat, zikurat","mangxamba, kd94, kd96, js03, loc"
n04615226,"zither, cither, zithern","stringed, guzheng, psaltery, guq"
n04615644,zoot suit,"sims, oooooooooooooooooooooooooo"
n04950952,"wood grain, woodgrain, woodiness","stone, wooden, _________________"
n04951071,"graining, woodgraining","mangxamba, 28aou94, 27aou94, ooo"
n04951186,"marbleization, marbleisation, ma",
n04953296,glint,"gleam, glinting, glimmering, gli"
n04955160,"polish, gloss, glossiness, burni","lithuanian, hungarian, poland, w"
n04959672,"chromatic color, chromatic colou","diatonic, dissonant, harmonic, t"
n04960277,"black, blackness, inkiness","white, dark, brown, blue, colore"
n04960582,"coal black, ebony, jet black, pi","mine, mining, miners, mines, ant"
n04961062,alabaster,"rw95, tihg, gph04bb, str94, js04"
n04961331,"bone, ivory, pearl, off-white","bones, marrow, tissue, skull, fr"
n04961691,"gray, grayness, grey, greyness","grey, brown, dark, _____________"
n04962062,"ash grey, ash gray, silver, silv","cloud, volcanic, shehp, lava, pi"
n04962240,"charcoal, charcoal grey, charcoa","stove, grills, burners, firewood"
n04963307,"Turkey red, alizarine red",
n04963588,"crimson, ruby, deep red","scarlet, k978-1, bdb94, bulletin"
n04963740,dark red,"darker, gray, bright, shadows, d"
n04964001,claret,"jug, em96, str94, gph04bb, js04b"
n04964799,fuschia,"mangxamba, peesk, k586-1, cw96, "
n04964878,maroon,"#ccc, 0080ff, purple, bulletinyy"
n04965179,"orange, orangeness","yellow, bright, colored, pink, _"
n04965451,reddish orange,"yellowish, pinkish, grayish, blu"
n04965661,"yellow, yellowness","red, pink, bright, purple, blue"
n04966543,"gamboge, lemon, lemon yellow, ma",
n04966941,"pale yellow, straw, wheat","dark, reddish, yellowish, pinkis"
n04967191,"green, greenness, viridity","red, purple, blue, brown, bright"
n04967674,sea green,"ocean, waters, seas, mediterrane"
n04967801,sage green,"piyanart, srivalo, bulletinyyy, "
n04967882,bottle green,"bottles, cans, champagne, drink,"
n04968056,emerald,"sapphire, k978-1, k587-1, bdb94,"
n04968139,"olive green, olive-green","olives, preferably, tomato, lemo"
n04968749,"jade green, jade","gem, nephrite, bulletinyyy, k978"
n04968895,"blue, blueness","red, bright, purple, yellow, pin"
n04969242,"azure, cerulean, sapphire, lazul","argent, sable, wavy, mullets, gu"
n04969540,steel blue,"stainless, metal, aluminum, iron"
n04969798,"greenish blue, aqua, aquamarine,","yellowish, bluish, pinkish, redd"
n04969952,"purplish blue, royal blue","pinkish, greenish, reddish, blui"
n04970059,"purple, purpleness","pink, yellow, blue, bright, shad"
n04970398,indigo,"k587-1, k978-1, bulletinyyy, js9"
n04970470,lavender,"lilac, scented, shades, mauve, b"
n04970916,pink,"purple, yellow, colored, blue, b"
n04971211,carnation,"kd96, gph04bb, js04bb, str94, gr"
n04971313,"rose, rosiness","fell, climbed, jumped, surged, s"
n04972350,chestnut,"walnut, k978-1, k977-1, k587-1, "
n04972451,"chocolate, coffee, deep brown, u","cake, candy, cream, cookies, car"
n04972801,light brown,"bright, lights, rather, instead,"
n04973291,"beige, ecru","colored, taupe, patterned, nonde"
n04973386,"reddish brown, sepia, burnt sien","yellowish, pinkish, grayish, blu"
n04973585,brick red,"bricks, masonry, stucco, facade,"
n04973816,Indian red,
n04974859,ultramarine,"mangxamba, oly-2004-box, camassi"
n04976319,pigmentation,"discoloration, pigment, colorati"
n04976952,"complexion, skin color, skin col","ruddy, complexions, swarthy, sal"
n04977412,"ruddiness, rosiness",
n04979002,"aposematic coloration, warning c","aposematism, bb97, mangxamba, kd"
n04981658,ring,"rings, http://www.co.mo.md.us, b"
n05218119,"cadaver, corpse, stiff, clay, re","cadavers, oly-2004-cycling, http"
n05238282,"skin, tegument, cutis","flesh, tissue, lesions, hair, ex"
n05239437,skin graft,"flesh, tissue, lesions, hair, ex"
n05242928,squamous cell,"carcinoma, carcinomas, malignanc"
n05244934,"macule, macula",
n05245192,"freckle, lentigo","27aou94, 28aou94, kd96, freckled"
n05258051,forelock,oooooooooooooooooooooooooooooooo
n05259914,pigtail,"skaht, mangxamba, hkzbk, ooooooo"
n05260127,pageboy,"hairdo, http://www.opel.com, kd9"
n05260240,pompadour,"hairdo, oooooooooooooooooooooooo"
n05261310,thatch,"huts, thatched, roofed, tehz, gr"
n05262422,"soup-strainer, toothbrush",
n05262534,"mustachio, moustachio, handle-ba",
n05263183,stubble,"goatee, scraggly, scruffy, sport"
n05263448,"soul patch, Attilio","mind, soulful, souls, drohs, lov"
n05282652,diastema,"mangxamba, js03, kd96, lachnocne"
n05302499,"mouth, oral cavity, oral fissure","mouths, tongue, lips, nose, ____"
n05399034,milk,"dairy, yogurt, butter, powdered,"
n05399243,mother's milk,
n05418717,"vein, vena, venous blood vessel","veins, jugular, piyanart, srival"
n05450617,histiocyte,
n05451384,"lymphocyte, lymph cell","t-cell, lymphocytes, monocyte, n"
n05453657,"neutrophil, neutrophile","granulocytes, neutrophils, polym"
n05486510,"cerebral cortex, cerebral mantle","palsy, hemorrhage, brain, afflic"
n05526957,"prepuce, foreskin","mangxamba, kd96, kd95, hypophary"
n05538625,"head, caput","heads, headed, ,, ______________"
n05578095,heel,"http://www.mediabynumbers.com, k"
n05581932,cuticle,"epidermis, cuticles, waxy, kd96,"
n05586759,exoskeleton,"oly-2004-box, gldstarr, http://w"
n05716342,lemon,"lime, juice, zest, ginger, vineg"
n06255081,vehicle,"vehicles, car, truck, suv, cars"
n06263609,print media,"printed, prints, copy, printing,"
n06266633,Fleet Street,
n06266973,rotogravure,"27aou94, 28aou94, kd96, k586-1, "
n06267145,"newspaper, paper","newspapers, daily, reported, pap"
n06267564,daily,"newspaper, weekly, newspapers, r"
n06267655,gazette,"herald, opined, kuhdz, syreglobe"
n06267758,"school newspaper, school paper","schools, students, elementary, c"
n06267893,"tabloid, rag, sheet","tabloids, newspaper, newspapers,"
n06267991,"yellow journalism, tabloid, tab","red, pink, bright, purple, blue"
n06271778,"telecommunication, telecom","telecommunications, telecoms, te"
n06272290,"telephone, telephony","phone, _________________________"
n06272612,"voice mail, voicemail","voices, singing, sounds, heard, "
n06272803,"call, phone call, telephone call","calls, calling, ask, called, ask"
n06273414,call forwarding,"calls, calling, ask, called, ask"
n06273555,call-in,"phone-in, late-night, co-hosted,"
n06273743,call waiting,"calls, calling, ask, called, ask"
n06273986,local call,"locals, ________________________"
n06274760,three-way calling,"four-way, 3-way, five-way, six-w"
n06275095,"cable, cablegram, overseas teleg","networks, network, tv, televisio"
n06275353,wireless,"broadband, mobile, verizon, phon"
n06275471,"radiotelegraph, radiotelegraphy,","kd96, 27aou94, kd94, k586-1, 25a"
n06276501,"radiotelephone, radiotelephony, ","kd96, kd94, js03, evanov, oly-20"
n06276697,broadcasting,"broadcast, broadcasts, radio, te"
n06277135,"radio, radiocommunication, wirel","broadcast, broadcasts, broadcast"
n06277280,"television, telecasting, TV, vid","tv, broadcast, aired, channel, r"
n06278338,"cable television, cable","networks, network, tv, televisio"
n06278475,"high-definition television, HDTV","hd, hdtv, standard-definition, 1"
n06281040,reception,"welcome, welcoming, guests, banq"
n06359193,"web site, website, internet site","internet, online, website, websi"
n06359467,"chat room, chatroom","chats, chatting, forums, talk, c"
n06415688,jotter,
n06417096,breviary,"breviarium, kd96, bb97, kd94, oo"
n06470073,"document, written document, pape","documents, describing, outlining"
n06592281,rock opera,"band, pop, punk, 'n', bands"
n06595351,"magazine, mag","magazines, publication, publicat"
n06596364,comic book,"comics, comedic, parody, charact"
n06596474,news magazine,"reported, interview, newspapers,"
